Client Name,Client Code,Entry Date,Entered by ,Industry,Sub Industry,What do they do,Territory,Pursued Opportunity Value,Incorporation Type,Listed Company,Market Cap,Annual Revenue (QAR),Classification,Employee Strength,IT Employee Strength,Primary Relationship Holder,Secondary Relationship Holder (Pref Economic),Relationship Status,Details are upto date,Related Contacts,Lifetime Value,Priority,Action
FutureLink,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",NBFS,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Copper (100-500M $),106727.2727,-329512.7273,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
AetherMinds,RELGEO,"Aug 1, 2024",Ashwin Gorle,CGR : Consumer Goods and Retail,NBFS,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Employee Owned,Unlisted,100-500M $,400 Cr,Platinum (10B $+),106727.2727,-330614.5455,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
Gamingx,AIRIND,"Aug 1, 2024",Ashwin Gorle,"LT&T : Logistics, Travel and Transport",Startups,Top Telecom Provider India,Mumbai MMR,,Ministry,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-331716.3636,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Very High,Same as template
Flipkar,RELGEO,"Aug 1, 2024",Ashwin Gorle,EUR : :  Energy Utility and Resources,Others,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Subsidiary,Unlisted,Rs 200k Cr + (Large),400 Cr,Nickel (Low Revenue),106727.2727,-332818.1818,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Low,Same as template
Ajio,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",Telecom,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-333920,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Very High,Same as template
gamix,RELGEO,"Aug 1, 2024",Ashwin Gorle,PSG : Public Sector and Government,Telecom,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Semi Government,Unlisted,Rs 200k Cr + (Large),400 Cr,Platinum (10B $+),106727.2727,-335021.8182,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
futura,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",NBFS,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Copper (100-500M $),106727.2727,-336123.6364,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
tech giant,RELGEO,"Aug 1, 2024",Ashwin Gorle,CGR : Consumer Goods and Retail,NBFS,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Employee Owned,Unlisted,100-500M $,400 Cr,Platinum (10B $+),106727.2727,-337225.4545,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
exo,AIRIND,"Aug 1, 2024",Ashwin Gorle,"LT&T : Logistics, Travel and Transport",Startups,Top Telecom Provider India,Mumbai MMR,,Ministry,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-338327.2727,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
spaceX,RELGEO,"Aug 1, 2024",Ashwin Gorle,EUR : :  Energy Utility and Resources,Others,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Subsidiary,Unlisted,Rs 200k Cr + (Large),400 Cr,Nickel (Low Revenue),106727.2727,-339429.0909,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
Reliance Geo,RELGEO,"Aug 1, 2024",Ashwin Gorle,PSG : Public Sector and Government,Telecom,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Semi Government,Unlisted,Rs 200k Cr + (Large),400 Cr,Platinum (10B $+),106727.2727,-340530.9091,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
FutureLink,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",NBFS,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Copper (100-500M $),106727.2727,-341632.7273,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
AetherMinds,RELGEO,"Aug 1, 2024",Ashwin Gorle,CGR : Consumer Goods and Retail,NBFS,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Employee Owned,Unlisted,100-500M $,400 Cr,Platinum (10B $+),106727.2727,-342734.5455,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
Gamingx,AIRIND,"Aug 1, 2024",Ashwin Gorle,"LT&T : Logistics, Travel and Transport",Startups,Top Telecom Provider India,Mumbai MMR,,Ministry,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-343836.3636,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Very High,Same as template
Flipkar,RELGEO,"Aug 1, 2024",Ashwin Gorle,EUR : :  Energy Utility and Resources,Others,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Subsidiary,Unlisted,Rs 200k Cr + (Large),400 Cr,Nickel (Low Revenue),106727.2727,-344938.1818,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Low,Same as template
Ajio,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",Telecom,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-346040,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Very High,Same as template
gamix,RELGEO,"Aug 1, 2024",Ashwin Gorle,PSG : Public Sector and Government,Telecom,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Semi Government,Unlisted,Rs 200k Cr + (Large),400 Cr,Platinum (10B $+),106727.2727,-347141.8182,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
futura,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",NBFS,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Copper (100-500M $),106727.2727,-348243.6364,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
tech giant,RELGEO,"Aug 1, 2024",Ashwin Gorle,CGR : Consumer Goods and Retail,NBFS,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Employee Owned,Unlisted,100-500M $,400 Cr,Platinum (10B $+),106727.2727,-349345.4545,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
exo,AIRIND,"Aug 1, 2024",Ashwin Gorle,"LT&T : Logistics, Travel and Transport",Startups,Top Telecom Provider India,Mumbai MMR,,Ministry,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-350447.2727,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
spaceX,RELGEO,"Aug 1, 2024",Ashwin Gorle,EUR : :  Energy Utility and Resources,Others,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Subsidiary,Unlisted,Rs 200k Cr + (Large),400 Cr,Nickel (Low Revenue),106727.2727,-351549.0909,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
Reliance Geo,RELGEO,"Aug 1, 2024",Ashwin Gorle,PSG : Public Sector and Government,Telecom,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Semi Government,Unlisted,Rs 200k Cr + (Large),400 Cr,Platinum (10B $+),106727.2727,-352650.9091,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
FutureLink,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",NBFS,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Copper (100-500M $),106727.2727,-353752.7273,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
AetherMinds,RELGEO,"Aug 1, 2024",Ashwin Gorle,CGR : Consumer Goods and Retail,NBFS,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Employee Owned,Unlisted,100-500M $,400 Cr,Platinum (10B $+),106727.2727,-354854.5455,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
Gamingx,AIRIND,"Aug 1, 2024",Ashwin Gorle,"LT&T : Logistics, Travel and Transport",Startups,Top Telecom Provider India,Mumbai MMR,,Ministry,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-355956.3636,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Very High,Same as template
Flipkar,RELGEO,"Aug 1, 2024",Ashwin Gorle,EUR : :  Energy Utility and Resources,Others,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Subsidiary,Unlisted,Rs 200k Cr + (Large),400 Cr,Nickel (Low Revenue),106727.2727,-357058.1818,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Low,Same as template
Ajio,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",Telecom,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-358160,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Very High,Same as template
gamix,RELGEO,"Aug 1, 2024",Ashwin Gorle,PSG : Public Sector and Government,Telecom,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Semi Government,Unlisted,Rs 200k Cr + (Large),400 Cr,Platinum (10B $+),106727.2727,-359261.8182,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
futura,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",NBFS,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Copper (100-500M $),106727.2727,-360363.6364,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
tech giant,RELGEO,"Aug 1, 2024",Ashwin Gorle,CGR : Consumer Goods and Retail,NBFS,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Employee Owned,Unlisted,100-500M $,400 Cr,Platinum (10B $+),106727.2727,-361465.4545,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
exo,AIRIND,"Aug 1, 2024",Ashwin Gorle,"LT&T : Logistics, Travel and Transport",Startups,Top Telecom Provider India,Mumbai MMR,,Ministry,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-362567.2727,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
spaceX,RELGEO,"Aug 1, 2024",Ashwin Gorle,EUR : :  Energy Utility and Resources,Others,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Subsidiary,Unlisted,Rs 200k Cr + (Large),400 Cr,Nickel (Low Revenue),106727.2727,-363669.0909,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
Reliance Geo,RELGEO,"Aug 1, 2024",Ashwin Gorle,PSG : Public Sector and Government,Telecom,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Semi Government,Unlisted,Rs 200k Cr + (Large),400 Cr,Platinum (10B $+),106727.2727,-364770.9091,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
FutureLink,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",NBFS,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Copper (100-500M $),106727.2727,-365872.7273,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
AetherMinds,RELGEO,"Aug 1, 2024",Ashwin Gorle,CGR : Consumer Goods and Retail,NBFS,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Employee Owned,Unlisted,100-500M $,400 Cr,Platinum (10B $+),106727.2727,-366974.5455,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
Gamingx,AIRIND,"Aug 1, 2024",Ashwin Gorle,"LT&T : Logistics, Travel and Transport",Startups,Top Telecom Provider India,Mumbai MMR,,Ministry,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-368076.3636,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Very High,Same as template
Flipkar,RELGEO,"Aug 1, 2024",Ashwin Gorle,EUR : :  Energy Utility and Resources,Others,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Subsidiary,Unlisted,Rs 200k Cr + (Large),400 Cr,Nickel (Low Revenue),106727.2727,-369178.1818,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Low,Same as template
Ajio,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",Telecom,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-370280,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Very High,Same as template
gamix,RELGEO,"Aug 1, 2024",Ashwin Gorle,PSG : Public Sector and Government,Telecom,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Semi Government,Unlisted,Rs 200k Cr + (Large),400 Cr,Platinum (10B $+),106727.2727,-371381.8182,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
futura,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",NBFS,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Copper (100-500M $),106727.2727,-372483.6364,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
tech giant,RELGEO,"Aug 1, 2024",Ashwin Gorle,CGR : Consumer Goods and Retail,NBFS,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Employee Owned,Unlisted,100-500M $,400 Cr,Platinum (10B $+),106727.2727,-373585.4545,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
exo,AIRIND,"Aug 1, 2024",Ashwin Gorle,"LT&T : Logistics, Travel and Transport",Startups,Top Telecom Provider India,Mumbai MMR,,Ministry,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-374687.2727,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
spaceX,RELGEO,"Aug 1, 2024",Ashwin Gorle,EUR : :  Energy Utility and Resources,Others,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Subsidiary,Unlisted,Rs 200k Cr + (Large),400 Cr,Nickel (Low Revenue),106727.2727,-375789.0909,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
Reliance Geo,RELGEO,"Aug 1, 2024",Ashwin Gorle,PSG : Public Sector and Government,Telecom,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Semi Government,Unlisted,Rs 200k Cr + (Large),400 Cr,Platinum (10B $+),106727.2727,-376890.9091,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
FutureLink,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",NBFS,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Copper (100-500M $),106727.2727,-377992.7273,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
AetherMinds,RELGEO,"Aug 1, 2024",Ashwin Gorle,CGR : Consumer Goods and Retail,NBFS,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Employee Owned,Unlisted,100-500M $,400 Cr,Platinum (10B $+),106727.2727,-379094.5455,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
Gamingx,AIRIND,"Aug 1, 2024",Ashwin Gorle,"LT&T : Logistics, Travel and Transport",Startups,Top Telecom Provider India,Mumbai MMR,,Ministry,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-380196.3636,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Very High,Same as template
Flipkar,RELGEO,"Aug 1, 2024",Ashwin Gorle,EUR : :  Energy Utility and Resources,Others,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Subsidiary,Unlisted,Rs 200k Cr + (Large),400 Cr,Nickel (Low Revenue),106727.2727,-381298.1818,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Low,Same as template
Ajio,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",Telecom,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-382400,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Very High,Same as template
gamix,RELGEO,"Aug 1, 2024",Ashwin Gorle,PSG : Public Sector and Government,Telecom,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Semi Government,Unlisted,Rs 200k Cr + (Large),400 Cr,Platinum (10B $+),106727.2727,-383501.8182,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
futura,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",NBFS,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Copper (100-500M $),106727.2727,-384603.6364,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
tech giant,RELGEO,"Aug 1, 2024",Ashwin Gorle,CGR : Consumer Goods and Retail,NBFS,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Employee Owned,Unlisted,100-500M $,400 Cr,Platinum (10B $+),106727.2727,-385705.4545,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
exo,AIRIND,"Aug 1, 2024",Ashwin Gorle,"LT&T : Logistics, Travel and Transport",Startups,Top Telecom Provider India,Mumbai MMR,,Ministry,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-386807.2727,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
spaceX,RELGEO,"Aug 1, 2024",Ashwin Gorle,EUR : :  Energy Utility and Resources,Others,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Subsidiary,Unlisted,Rs 200k Cr + (Large),400 Cr,Nickel (Low Revenue),106727.2727,-387909.0909,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
Reliance Geo,RELGEO,"Aug 1, 2024",Ashwin Gorle,PSG : Public Sector and Government,Telecom,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Semi Government,Unlisted,Rs 200k Cr + (Large),400 Cr,Platinum (10B $+),106727.2727,-389010.9091,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
FutureLink,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",NBFS,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Copper (100-500M $),106727.2727,-390112.7273,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
AetherMinds,RELGEO,"Aug 1, 2024",Ashwin Gorle,CGR : Consumer Goods and Retail,NBFS,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Employee Owned,Unlisted,100-500M $,400 Cr,Platinum (10B $+),106727.2727,-391214.5455,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
Gamingx,AIRIND,"Aug 1, 2024",Ashwin Gorle,"LT&T : Logistics, Travel and Transport",Startups,Top Telecom Provider India,Mumbai MMR,,Ministry,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-392316.3636,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Very High,Same as template
Flipkar,RELGEO,"Aug 1, 2024",Ashwin Gorle,EUR : :  Energy Utility and Resources,Others,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Subsidiary,Unlisted,Rs 200k Cr + (Large),400 Cr,Nickel (Low Revenue),106727.2727,-393418.1818,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Low,Same as template
Ajio,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",Telecom,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Platinum (10B $+),106727.2727,-394520,Ashwin Gorle,Ashwin Gorle,Well entrenched,Tick,Same as template,0,Very High,Same as template
gamix,RELGEO,"Aug 1, 2024",Ashwin Gorle,PSG : Public Sector and Government,Telecom,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Semi Government,Unlisted,Rs 200k Cr + (Large),400 Cr,Platinum (10B $+),106727.2727,-395621.8182,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
futura,AIRIND,"Aug 1, 2024",Ashwin Gorle,"TMET : Telcom, Media, Entertainment and Technology",NBFS,Top Telecom Provider India,Mumbai MMR,,Independent,Listed,Rs 200k Cr + (Large),300 Cr,Copper (100-500M $),106727.2727,-396723.6364,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Very High,Same as template
tech giant,RELGEO,"Aug 1, 2024",Ashwin Gorle,CGR : Consumer Goods and Retail,NBFS,Top Telecom Provider India - Subsidiary of Reliance,Mumbai MMR,,Employee Owned,Unlisted,100-500M $,400 Cr,Platinum (10B $+),106727.2727,-397825.4545,Priyanshu jaj,Priyanshu jaj,Well entrenched,Tick,Same as template,0,Low,Same as template
